term document_frequency
644p 1
de-rack 1
lunn 1
pilgrimag 2
afield 1
coe 1
ockwel 1
$1=.6072 1
109.2 1
catharsi 1
790p 1
$85.2 1
388.3 1
pounds.' 1
$113.5 1
209.5p 1
710p 1
095 1
nrj 1
fm 1
pallain 1
nrj' 1
easy-listen 1
lesbian 1
over-50 1
xfm 1
oldi 1
music-bas 1
15-34 1
cain 2
dj 1
rap 2
sabot 1
under-25 1
jean-paul 1
baudecroux 1
257.4 1
$398.1 1
155.3 1
grupp 1
bavarian 2
services; 2
century; 2
technologies...w 2
incres 1
birt' 2
wyatt 3
$1=.5953 4
critieria 1
bangemann 1
mother-of-thre 1
cadbury: 1
wh 1
savannah 2
marvin' 1
meryl 1
streep 1
keaton 1
niro 1
mccormack' 1
img 1
img' 1
sportwear 1
adida 1
olympiqu 1
650-700 1
54.5p 1
568p 1
vci 2
club...thei 1
461p 1
592.5 3
$935 3
earnings-enhanc 3
674-1/2 1
496 1
reed-elsevi 7
545.5 2
poker 1
683-1/2 1
496-1/2 1
vnu' 1
forster 1
beilbi 1
$462 1
crosthwaite' 1
grundi 3
copthorn 3
thistl 1
indigest 2
feehlei 1
nine-stori 1
31p 1
674-1/2p 1
22-1/2p 1
496p 1
$107.5 1
146,000 2
582-1/2p 1
unexcit 1
evand 1
holyfield 1
wba 1
wbtv-the 1
$1=.6141 1
383 3
$33.50 1
35p 4
aplenti 1
sleepless 2
acquiror' 1
678 1
$697.4 1
digital-driven 1
prize-win 2
gpa 1
competitors; 1
businesses...carlton 1
495p 2
videocassett 1
nine-storei 1
securicor 1
244p 1
143,000 1
ora.l 1
188p 2
80,000-seater 1
wembley' 1
best-support 1
lapwood 2
31-1/2 1
544-1/2 1
622-1/2 1
608-1/2 2
$631.5 1
vyner 2
$1=.6223 4
value-for-monei 1
with...a 1
productivity...and 1
be...clos 1
chain...about 1
doing...we'r 1
40-50,000 1
a,b,c,d 1
rpm 2
squib 2
360.5 4
$611.4 2
396 2
$1=.6264 4
capp 1
management...and 1
irrefutable...th 2
466.5 2
476.5 2
mcfadden 3
2.47 4
16-1/2p 1
680p 1
678p 1
$95.79 1
12-1/2 2
1206 1
440-1/2 1
skimpi 1
615.5 1
rec' 1
$11.07 1
$40.125 1
$10.06 2
kiewit 7
geotherm 3
hollobon 6
$11.17 2
'around 2
12.72 4
$226 4
head-turn 4
overdone...even 1
iod 1
over-caut 1
and...som 1
$637.4 1
710-725 1
363.5 1
7.5-percent 1
$1=.6165 3
721-1/2 1
scardino' 4
708p 1
627p 1
623p 1
successefulli 1
$1=.6005 1
705.5 1
1253 1
572.5 1
317.5 2
823 1
northumbrian 2
over-egg 1
coastlin 3
34-1/2p 1
731p 2
ofwat 4
underton 2
byatt 3
langdon 1
dobson 1
uncertainty...to 1
547-1/2 1
548-1/2 1
hyder 5
non-essenti 1
ofwat' 1
671 3
738 1
571.5 1
772 1
culfeath 1
1450 1
mccarten 3
products...at 2
savacentr 1
$120.4 1
pbt 2
582.5 1
0940 1
business...and 2
counter-indemnifi 1
624 2
$1.225 9
put...bi 1
1310 1
$934.2 2
enetergi 1
746-1/4 1
and...(cal 1
non-prescript 1
oft' 1
unichem 2
to...profit 1
superdrug 1
$476 2
everdai 1
anadin 1
paracetamol 1
painkil 1
alka 1
seltzer 1
638-1/2p 1
114-1/2 1
$918.6 1
631.5 1
hyder' 1
100.7 1
$169.5 1
755-1/2 1
1127 1
swalec' 1
largish 1
pound-a-tim 1
m40 1
warwick 1
transrout 1
278.9 1
illog 1
1,300-1,500 1
$156.4 1
1,300...staff 1
1109 1
nonchal 1
hickei 5
348.5 1
661.5 1
474.5 2
baffl 3
tressan 2
maccarthi 2
$143.8 2
650-657 1
645 6
609.75 1
555 2
647 1
ahosrlti 1
$121.4 1
newquai 1
shows...w 1
$1=.6004 1
giddi 1
636 2
venture...it 1
662-1/2 1
617 1
165.4 1
1056 1
time...but 1
cute 1
generally...i 1
41,810 1
362 2
228.2 1
$383.5 1
competitive...and 1
self-scan 1
operator...which 1
$950.4 1
23.59 2
453 1
$11.60 1
$11.82 1
surprising...(now 1
trent' 1
577.5 1
1144 1
612.5 1
342.5 1
crackl 1
cash...if 1
noram 1
562 1
631 1
1543 1
monday.shar 1
747-1/2 1
1,460 1
hawlei 1
nii 1
partly-paid 1
mangag 2
667 2
$947.4 1
brand/market 1
kee 1
661-1/2 1
a$1.50 3
us$1.18 2
a$1.35 4
magowan 2
selvaratnam 2
a$1.39 3
a$1.60 5
a$=us$0.79 2
unionis 1
site-specif 1
hedland 1
a$169.4 2
a$5.6 1
a$168 1
kunkel 5
a$187.4 1
a$170 2
0325 1
14.20 1
a$371 1
a$10.2 2
a$6.8 1
a$20.9 1
a$15.9 2
539,000 1
hectolitr 1
392,000 1
mildara 2
blass 2
a$33.4 1
a$115.5 2
rothburi 2
9.8-percent 3
a$790 3
a$867 3
$689.3 1
largest-quot 1
a$107 4
a$760 4
$604.2 1
a$683 4
$543.0 1
a$253 3
$201.1 1
a$82 3
$65.2 1
$122.4 1
$104.9 1
$67.6 1
us$2.4 6
magma 4
full-cost 4
top-20 1
upton 1
stong 3
elders-ixl 2
asset-sal 1
wine-mak 1
a$293.3 1
nitschk 1
outback 1
euthanasia 1
themslv 1
patient...then 1
dent' 1
atlhough 1
how-to-do-it 1
lawfulli 2
us$160 1
slicker 1
kevorkian 1
assisted-suicid 1
blue-chip' 1
a$7.62 1
top-10 1
breakfast-cer 1
carboard 1
holfed 1
abysm 2
carboard-box 1
rollar-coast 1
rapid-growth 1
base-met 1
a$41 2
result...i 1
s&amp;p' 2
creditfocu 1
a$1.4 1
flat-footed; 1
kingstream 1
new-technolog 2
old-technolog 1
81-year-old 1
raw-steel 1
dever 1
athol 1
lapthorn 1
faze 1
a$7.0 2
kavouraki 1
hk$1=us$7.74 1
apprias 1
short-wav 1
palapa 1
neighbours...our 1
anti-asian 1
612-9373-1800 1
a$1.043 1
a$1.2 2
yeaer' 1
a$30.41 1
east-coast 1
heatwav 2
hoping...it 1
guesswork 1
a$2.36 1
nta 1
a$372 1
a$359.7 1
46-percent-own 1
spicer 1
a$6.6 1
a$380 1
a$9.9 2
slighter 2
a$783 2
33.8 2
a$280 2
us$1.067 2
us$1.441 2
us$1.04 4
us$1.097 2
canyon 2
hamanaka 2
six-week 2
umit 3
escondida 1
grasberg 1
22.8 2
homewar 1
shocker 1
mclai 1
asia-focus 1
institutions...it 1
chime 1
indo-china 1
diversifaction...on 1
piggy-back 1
us$628 2
a$17.59 2
a$17.20 2
a$17.48 1
pre-aborm 2
a$2.7 2
over-subscrib 2
stockbroking' 2
chatterton 2
a$1.80 2
unshackl 2
diffcult 1
can...finalis 1
us$3.0 1
pergola 2
coghlan 2
double-brick 2
case...about 1
lanyon 1
a$5.87 1
us$12.9 2
a$32.9 3
a$6.88 2
a$201 2
a$197 1
1996-)'97 1
a$73 1
a$1,250 1
62.4 1
vinyl 1
195/96 1
incitec 1
ethan 1
polyethylen 1
manufactuer 1
1995-)'96 1
a$264.8 2
tiwai 1
313,000 1
capral 1
australian-dollar 1
unkind 1
130,157 1
a$95 1
latex 1
rubber-glov 1
ansel 2
$a 2
yeah 1
a$375 1
a$153 1
a$222 1
despatch 1
iisi 1
electric-arc 1
glenbrook 1
700,000-tonnes-per-year 1
toop 1
oversubscript 1
price-set 1
26-percent 1
forgeri 1
us$7.5 1
show-cas 1
yarra 1
a$490 3
a$58 1
moment....i'm 1
that...at 1
term; 1
state-govern 1
southbank 1
a$2.86 1
0455 1
mol.to 1
pmp 1
april...but 1
etu 1
celciu 1
3.76 1
july-jun 1
a$87.5 1
a$58.38 1
a$2.45 1
a$2.76 1
a$3.06 1
30.9 1
74.5 1
0125 1
12.25 1
a$6.80 1
coke 1
arl 1
fynmor 1
news-back 1
superleagu 1
arthurson 1
fizz 1
a$185 1
us$140.6 1
cub' 1
pun 1
40-percent-own 1
raewyn 1
ellis-doff 1
a$2.54 1
over-stretch 1
ru 1
bba' 1
azon 1
$153 2
a$811 1
a$20.05 1
a$17.31 1
a$15.58 1
a$715 1
a$804 1
a$1.29 1
a$117 1
mungo/monan 1
chata 1
chihuido 1
a$45 1
9286-1435 1
10-percent 1
theuma 1
oslo 1
holbrook 1
bosnia' 1
re-arrest 1
storm-cloud 1
ita 2
barshefksi 2
brittan' 2
yukihiko 2
ikeda 2
ardently....that 1
infotech 2
rafidah 3
member-in-wait 2
davydov 2
america...h 1
goh 1
chok 1
rules-bas 1
changhong 4
we...hop 1
acces 1
plenum' 1
disobei 1
conductress 1
suli 1
4.00 1
disori 1
overextend 1
overexpos 1
ou 2
yangxiang 2
radiu 4
muffl 2
whoong 2
kaifu 1
ammonium 3
nitrat 3
hisashi 1
owada 1
urng 1
sceneri 2
niceti 1
stink 2
3,680 1
noxiou 1
odour 1
unglaz 1
indescrib 1
awesom 2
jokhang 2
nomad 6
inaccess 4
lizong 1
high-spend 1
ex-hippi 1
shangri-la 3
everest 1
8,848 1
29,028 1
yak-hair 1
sanit 1
bodil 1
borchgrevink 1
grindal 1
15,000-charact 2
suffus 1
profit-bas 1
economy...a 1
to...prev 1
lip-servic 1
as...common 1
privatisation...socialist 1
impervi 1
dissuad 2
sledgehamm 1
most-want 1
suspect' 1
boss' 1
journal,in 1
faux 1
plann 1
'bus' 1
liheng 1
vice-administr 1
reuseabl 1
fangyun 1
telemetri 1
lunar-land 1
fuxiang 1
shijian-5 1
two-tonn 1
guoxiang 1
spectrograph 1
alfa 1
anti-matt 1
channelsurf 1
anti-western 1
afair 1
mathison 1
scorses 1
jean-jaqu 1
annaud 1
befriend 1
kundun 1
gere 1
infotechnolog 1
huaqiu 2
unannounc 2
lord' 4
21-22 2
moveabl 1
synchronis 1
2,560 1
1,590 1
wrought 2
ciduan 1
highly-decor 1
colourfully-paint 1
cheek 1
jowl 1
tibetan-manag 1
brocad 1
oddest 1
wenhan 1
tibetan-nepali 1
$277.1 2
serf 2
re-employ 1
148.5 1
house-to-hous 1
choephol 2
choephel 2
xigaz 2
fulbright 2
counterespionag 1
100-metr 1
terrorism...fulli 1
unjustli 1
20.07 3
922.34 3
1,163.05 1
3.84 3
63.743 3
66.291 2
overheat 3
fengqi 1
capital-strap 1
1.33 1
yaju 1
kwang 1
mckai 1
cashmer 3
knitwear 1
kesang 1
rigdol 1
nepali 1
snowland 1
chromit 1
antimoni 1
borax 1
baosheng 1
upside-down 1
henan 1
leader-turned-dissid 1
counter-revolut 1
proletariat 1
mystic 1
goblet 1
prostrat 1
3,684 1
12,087 1
meadow 1
pro-tibet 1
sinicis 1
40-odd 1
oversimplifi 1
pilgrim 1
mediev 1
chamdo 1
pennant 1
mig 1
chongren 1
seven-point 1
church' 1
zhimin 1
baod 2
donglu 1
jingmu 1
xiaobo' 1
party-link 1
15,000-word 1
beijing-sponsor 1
medals' 1
unment 1
chargesheet 1
1986-93 1
u.s.-driven 1
icftu 1
gush 1
cleanest 1
enchant 1
jishan 1
golmud 1
qinghai 1
footleath 1
handbag 1
china-germani 1
$24,000 1
good...and 1
jobs-for-lif 2
tanneri 1
spout 1
tolungchu 1
keyserlingk 1
german-manufactur 1
$9.8 1
nepal 1
counterrevolutionari 1
chengguan 1
nightwatchmen 1
bitingli 1
pur 1
43-hour 1
654,500 1
25.28 1
rust-belt 1
demobilis 1
8,178 2
9.6-9.7 3
$171.5 2
activist' 2
spit 1
wenli 1
unafford 1
12-hour 1
pro-deng 1
deifi 1
longed-for 1
choephol' 1
phulchung 1
jampel 1
changchup 1
'a 1
ethnomusicolog 1
nyari 1
wold 1
$985.3 1
poirier 1
cantalou' 1
defoss 1
zaan 4
unicao' 2
kanga 2
n'ze 2
farm-gat 1
droit 1
sorti 1
driot 1
ivoirien 1
chargeur 1
federmar 2
yves-mari 7
koissi 7
745-755,000 1
150,000-175,000 1
said,"when 1
dryer 2
886 1
893 1
withold 2
sahara 3
northward 1
late-decemb 2
10,492 1
44.8 2
aidjan 1
sogepag 2
pierre-dominiqu 1
ucepag 1
sogepag' 1
dafci 1
9,741 1
43,000 2
prefinanc 1
gvc 2
sifca' 1
sifcom 1
$1=512 1
250-300,000-tonn 1
good-moderate-weak 1
vavoua 1
unhul 1
unselect 1
toullec 1
abdidjan 1
three-tier 1
disburs 1
pro-rata 1
9-10 3
european-back 1
biddder 1
590,000 1
$1=515 1
africa-european 1
ships' 1
downtim 1
war-induc 1
drought-stricken 1
acacia 1
sub-saharan 1
nature' 1
emulsifi 1
food-substitut 1
fao' 1
mahamat 1
hassam 1
pastil 1
sudan 3
forag 1
sudan' 1
caravan 4
gell 1
koran 1
glue 1
nutriti 1
sodium 1
super-tre 1
squash-bal 1
blob 1
quartz-lik 1
kitir 1
tarlah 1
corlo 1
300-500 1
$285,000 1
seneg 1
end-novemb 3
120-130,000 1
year-on 2
285,000 2
end-januari 1
21-27 1
1996/87 1
mpb 1
twenty-foot 1
bag-lin 1
cameroun 1
spliethoff 1
gerken 2
nedlloyd 1
belg 1
cmb 1
delma 1
sdv 1
exporters/forward 1
fio 1
3,750 1
conveyor 1
tip-up 1
ncv 2
leblond 1
tripartit 1
kouam 1
siglei 1
gepex 6
ekra 2
three-tonn 1
hussaini 1
15-tonn 2
centre-west 2
duekou 1
guilgo 1
cpa 1
dynamis 1
palm-oil 1
cpa' 1
137,000 1
non-cpa 1
cocoa-produc 1
icco 1
850-900,000 2
trees' 1
mouldi 1
moist 3
southward 3
25-30,000 1
announcem 1
tail-off 2
streetchildren 2
supect 1
marie-odil 1
shoot-at-sight 2
gendamri 1
apprehend 2
miscarri 2
ltdh 1
gendarm 1
chari 1
part: 1
non-appl 1
gendarmeri 2
mbaibougu 1
djimong 1
faya 1
largeau 1
wrongdoer 1
fianga 1
mayo-kebbi 1
tikri 1
caisab 1
710,000 1
720,000-tonn 1
issia 1
villagers' 1
untrim 1
phibro' 1
chocodi 1
hi-jack 1
aregu 1
ibc 1
adroh 1
debloquag 1
european-bas 1
disag 1
85-15 1
$1=551 1
8mm 1
inter-trop 1
drier 1
bushtrack 2
20mm 1
month-end 1
21.8mm 1
evenut 1
230,000-250,000 1
3,337 1
farmgate-to-ship 1
misdirect 1
unecaci 1
traitant 1
sellers' 1
husk 1
390,000-410,000 1
130,000-140,000 1
greyish 1
conakri 1
higher-than-budget 1
back-seat 1
november-octob 1
mahamet 2
tahi 1
kherallah 1
204,600 1
157,476 1
264,557 1
209,750 1
ondr 1
cotontchad' 1
61,808 1
83,991 1
pala 1
moundou 1
kelo 1
koumra 1
7.24 1
7.12 1
malloum 1
colonis 1
coton 1
cfdt 1
cotex 1
sahr 1
1,000-tonn 2
$1=530 1
17-19 1
99.29 1
95/96 1
12,840,000 1
25-member 1
cents/lb 1
96-june 1
treke 1
blackpod 1
front' 1
bondouk 1
30mm 1
yamassoukro 1
42mm 1
104mm 1
423mm 1
self-financ 1
three-tranch 1
reset 1
spot-driven 1
410,000 1
35-40,000 1
668,000 1
oct-mar 1
ducan 1
full-to-capac 1
much-delai 4
pascal 1
yaodamnadji 1
125-seat 1
658 2
multi-parti 2
wadal 3
abdelkad 3
kamougu 3
bawoyeu 2
pre-stuf 1
27-parti 3
17-parti 3
lol 1
choua 1
percent-shar 1
200,000-250,000 1
burwel 1
$237 1
jeep-bas 1
oilmen 1
moslem-christian 1
doba' 1
well-dril 1
makki 1
mois 1
kett 1
chrisitan 1
ex-prim 1
baway 1
$813 1
$4,400 1
adand 1
cotecna 1
30-inch 1
404 1
kribi 1
415,836 1
856,732 1
barem 1
219090 1
blohorn 1
palmoil 1
rushworth 1
blohorn' 1
palmindustri 1
socfin 1
going-rat 1
sipef 1
safipar 1
oil-bas 1
dinor 1
savon 1
640,000-650,000 1
730,000 1
707,000 1
555,000 1
95-97 1
7-8 1
husseini 1
late-januari 1
rata 1
donor-back 1
screen-bas 2
660,ooo 1
doeen't 1
loose-bean 1
afcc 1
bag-load 1
tranship 1
aboput 1
bali 2
oic 1
26-27 1
volutari 1
paian 1
nainggolan 1
57-member 1
800-850,000 1
90-100 1
deform 1
unders 1
fungal 1
december-harvest 1
enza 1
diabi 1
cooperative-lik 1
logisit 1
shimmer 1
non-neglig 1
mpsc 1
1240 1
$343 1
cms' 1
$32-3/8 1
206,700 1
gas-pow 1
cms; 1
fluor 1
390,000 4
brickner 3
first-shift 3
gulda 3
non-gm 1
peregrine' 1
faciltii 1
luckei 4
28.6 3
particuarli 3
mid-14 3
hagenlocker' 3
currenli 2
officer' 2
great-grandson 2
f-serieswel 1
btion 1
farmingtil 1
nasser' 4
haworth 1
$211.5 1
steelcas 1
$114.7 1
hackett 1
pre-wir 1
cubicl 1
steelcase' 1
prewir 1
haworth' 1
movabl 1
johanneson 1
montari 1
shawn 1
sebr 1
talon 1
recchia 1
toluca 1
galant 1
177,707 1
autowork 4
19-dai 1
19,931 1
pre-strik 1
straight-tim 2
over-tim 1
darwinian 2
taillight 2
phillippi: 2
'we'll 2
years.' 2
leuliett 3
delphi' 2
$26.4 2
leuliette' 2
actuat 2
wiper 2
fast-ris 1
$2.24 1
non-ford 1
booker 1
englehart 1
development: 1
donaldson; 1
parry-jones; 1
kohr 1
medium-car 1
merkenich 1
dunton 1
large/luxuri 1
front-driv 1
beeen 1
plaform 1
hoffa 2
impound 3
teamsterg 2
teamsters' 2
41,002 2
zack 2
quindel 2
485,605 2
mail-in 2
511,268 2
carey' 2
local' 2
tabul 2
dmv 2
lemon 2
45-dai 2
dmv' 2
good-faith 1
r.l 2
polk 3
90-pound 3
lift-gat 1
1991-1993 3
voyag 3
shear 3
1,271,575 1
581,686 1
inaccur 1
liftgat 1
1984-95 1
low-spe 3
621,000 3
windstar 3
motoren-werk 1
signfic 2
kelsey-hay 2
5,236 2
23,801 2
detroit/hamtramck 2
autodata 2
deibel 1
wisc 1
c3p 2
blumberg 2
sdrc 2
cad/cam 2
bienkowski 2
catia 2
foundyl 2
daratech 2
half-dai 2
ford: 2
today; 2
computer-simul 2
lobo 2
$686 2
eek 2
automotov 1
$634 2
$619 2
$671 2
usl 2
$558 2
$31.4 2
1,452,000 2
1,435,000 2
tinson 1
wide-spread 1
responded: 1
$38,060 1
four-seat 1
zx2 1
16-valv 1
camshaft 1
slk 1
xk8 1
gunman 3
57-year 1
estrang 2
boyfriend 2
haller 1
hard-work 1
177,803 1
och 1
amherst 1
20,374 1
haggle-fre 1
pressure-fre 1
lechtzin 1
100th 2
101st 1
sport/utilti 1
cr-v 2
bussman 2
110-115 2
trotman: 1
janicki 1
virag 1
arborn 1
axel 1
stylis 1
rancor 1
unsual 1
$515 1
$396.7 1
$111 1
$1.57 2
$39.1 1
$565 1
$312 1
2,085,000 1
2,060,000 1
30.4 1
32.2 1
1,182,000 1
1,235,000 1
new-model 1
10,297 1
5,911 1
pro-hoffa 1
230,111 1
214,906 1
402,420 1
420,408 1
215,276 1
68,934 1
187,144 1
rotondo 1
205,393 1
61,213 1
144,180 1
176,339 1
8,722; 1
74,860 1
92,918 1
74,914; 1
49,121 1
912,037 1
865,378 1
auto-haul 1
drive-awai 1
two-passeng 1
sleek-look 1
12-volt 1
anti-lock 1
36-month 1
$33,995 1
wall-mount 1
prizm 1
sub-categori 1
corolla 1
nummi 1
fremont 1
ingersol 1
cami 1
77,000 2
188,000 1
206,491 1
scheidt 1
seiner 1
chevrolet-geo 1
179,628 1
177,073 1
2,271,022 1
95,022 1
42,835 1
autoworkers' 1
11,072 1
108,533 1
6,582 1
oswald 1
bosch 1
suppliers: 1
areas; 1
quality; 1
draining 1
sgt 2
goodlein 1
foreman 1
aker 1
assault-typ 2
christi 3
wwj 2
ammo 2
reload 2
saiid 1
committeemen 1
cowork 1
resolt 1
atoma 1
kari 1
hulsei 1
5,100 1
repoort 1
est/1330 1
deadin 1
594 1
inger 1
hazel 1
o'leari 1
$2.64 1
lobacarro 1
29-year-old 1
1/2-hour 1
fragement 1
gerry' 1
vahanian 1
center' 1
computer-intens 1
uaw-ford 1
spill-ov 1
us$120 5
fok 6
'86 2
me...i 3
bristli 1
hand-on-heart 1
t'ai 1
strident 2
frought 2
conjur 1
laissez 1
1997-relat 1
guffaw 1
ex-lawmak 1
conservative-mind 2
983 1
reprehens 2
yellowbird 1
abettor 1
wing-tat 1
245 2
ex-app 1
preordain 5
glaringli 1
abominable...i 1
burial 1
chinese-sponsor 1
involved...w 1
china...in 1
simplist 1
charismat 3
helmsman 2
180,000-member 1
resoundingli 2
under-the-t 1
carve-up 1
legislatures' 1
saddest 1
rights...i 1
h-share 1
clincher 1
tung-the-victor 2
plege 1
mumbl 1
radical-left 1
untrammel 1
policeman' 1
gameplan 1
hom 1
red-cloak 1
reindeer 1
fanciest 1
yuletid 1
merriment 1
underprivileg 1
quasi-autonom 2
melancholi 1
pre-nostalgia 1
supper 2
150-plu 1
sleigh 1
effortlessli 1
self-confid 1
through-train 1
investitur 1
gazet 1
legislatures...thi 1
cession 1
dorothi 2
yiu-chu 1
garrett 4
ambasador 1
balloch 1
cornish 2
cornish' 1
hodler 1
tung-chan 1
leung' 2
laway 1
38-page 1
967 3
quizz 4
c.y 1
spiki 3
sportswear 2
traips 2
eve-of-vot 1
liang' 1
kin-shing: 1
population' 1
police' 1
interpol 1
banner-wav 1
staffordshir 1
colonel-in-chief 1
stafford 1
falkland 1
cermoni 1
tsing 1
globe-girdl 1
andrew' 1
consulate-gener 1
heir-to-the-thron 1
brittania 1
243 1
china-pick 1
about...ar 1
other...w 1
century-and-a-half-old 1
legco' 2
daw 1
242 4
gurkha 1
grassoot 1
secess 4
30/juli 1
k.c 1
working-level 1
yip 1
welter 1
joust 1
dissident-styl 1
undiplomat 1
decri 1
flareup 1
europe/east 1
riper 1
watersh 3
nishihara 1
negotiating...with 1
high-societi 1
cosmopolitan 1
newsstand 1
thailand-bas 1
sondhi 1
limthongul 1
ancestri 1
56,000 1
heung 1
half-truth 1
us$120,000 1
fifty-four 1
naisbitt 1
megatrend 1
socialit 1
up-and-com 1
catwalk 1
shuyi 1
apolit 1
chinese' 1
pictogram 1
fast-emerg 1
esquir 1
obedi 1
229 1
shimin 1
british-appoint 1
60.1 1
respondents' 1
thump 1
chinese-fund 1
one-hors 1
11...and 1
boxer' 1
ticklish 1
seneca-typ 1
seneca 1
three: 1
vintner 3
idv 4
sheppard' 3
jo 2
51p 1
2.0-3.0 1
ha 1
wiseman 1
unig 6
24.2 2
43.1 2
goodfella 2
thereabout 1
1.04-1.06 1
1.493 1
1.638 1
vitner 2
75p 1
1,350 1
918 2
newboult 2
igloo 1
hain 2
1,317-1/2p 1
icecream 2
60.6 2
$101.1 1
431p 1
thickest 1
buckland 1
unigate' 2
44.1 2
kraft' 2
malton 2
bacon 2
hargrav 2
spect 1
vitalit 2
ivel' 2
butterli 2
wincanton 1
taco 2
bonita 2
distilleri 2
$58.43 1
39.2 1
highland' 1
332p 1
got; 1
orknei 1
bunnahabhain 1
islai 1
cutti 1
sark 1
blender 1
macallan-glenlivet 1
suntori 1
macallan 1
food-to-deterg 2
drab 2
786 2
15-30 2
10.3p 2
half-year' 2
7.05p 2
anyh 2
84.40p 2
92.30p 2
66.57 2
1412 2
1283 2
23.6p 1
kahlua 1
courvoisi 1
258 2
baskin-robbin 1
baskin 1
492p 1
consenu 1
33.7p 1
44.9 1
66.0 1
boddington' 1
15.4p 1
2,370 1
1,194 1
596 2
637p 1
16.75 1
9.84 4
feel-good 2
8.8p 1
abf 3
quinnsworth 1
rivita 1
non-packag 1
280p 1
418-1/2p 1
ftse-al 1
subcontin 2
servi 2
427-1/2p 1
8-1/2p 1
715 1
51.10p 1
53.40p 1
434p 1
tactic' 1
liley-liv 1
obssess 1
bennet 1
convey 1
brewer-to-leisur 4
808p 1
1302 1
tetlei 2
skol 2
c-t' 2
taverns' 1
britvic 2
coral 3
henlei 2
56.3 1
wadworth 1
heineken 1
artoi 1
french-styl 2
bistro 3
748p 1
178 3
154.5 1
7.0p 1
298.9 1
82.0 1
365.3 1
bisping 1
heid 1
pontin' 2
anglia 1
longleat 1
pub-caf 1
1,850 1
ftse100 1
142p 1
642 1
500p 1
5.62 1
$704.1 2
5.707 2
abf' 2
3.11 2
afb' 2
humko 2
twine 2
426p 2
797 2
incras 1
fo 1
tocacco 1
nyren 1
scott-malden 1
lommerbergen 2
eemhof 2
89.9 2
take-hom 2
for-lik 1
barra 2
worbi 1
57.9 1
110.4 1
71.4 1
january.cash 1
168-175 1
155.7 1
6.24p 1
5.75p 1
thresher 1
casual-din 1
forthcoim 1
729p 1
757p 1
47.40 1
52.30 1
aberdeen 1
steak 1
99.68 1
stratford-upon-avon 1
pelican' 1
brightreason 1
180-strong 1
bella 1
piazza 1
pizzaland 1
laissez-fair 2
camra 1
uncondition 2
corbett 2
corbett."th 1
965 2
451p 1
972 1
frenet 2
acceller 1
bailey' 2
j&amp;b 2
471 2
perec 1
refranchis 2
479-1/2 1
77.01 1
pepsi 2
116.2 1
170.9 1
152.5 1
amylum 2
11.7p 1
17.0p 2
522 2
948 1
999.0 1
15.8p 1
14.9p 1
marston 1
evershad 1
marston' 1
smoothbrew 1
275p 1
667p 1
cask 1
caffrey' 2
belhaven 1
douro 1
vendom 2
82.52 1
vendome' 2
107.17 1
gehe 1
gehe' 1
johnathan 1
unichem' 1
523p 1
518p 1
13-1/2p 1
926p 1
657.6 1
chaon 1
aah 1
haskin 1
57.8 1
$97 1
198p 1
28p 1
m&amp; 1
thirty-thre 1
thirty-f 1
lagerfeld 1
703.6 1
699.5 1
kanoui 1
535.5 1
african-control 1
214.7 1
$166.3 1
whch 1
menswear 2
$1=1.2908 1
kwik 2
save' 2
contig 1
bowler 2
mini-vers 2
wall' 1
multipack 1
thud 1
sunniest 1
metoffic 1
cornetto 1
filler 1
151.6 1
98.6 1
higginson 1
burton' 1
debenham 1
102.8 1
139.0 1
high-fructros 1
elston 1
scottsbluff 1
144.3 1
bundaberg 1
37.6p 1
40.6p 1
lyle' 1
466p 1
period...ha 1
blra 1
$18.01 1
9.85 2
belguim 1
unchanng 1
thati 1
babycham 1
lemonad 1
$466 1
badger 1
804 1
blacthorn 1
gaymer 1
euromonitor 1
hooper' 1
hooch 2
merrydown 1
under-ag 1
wolverhampton 1
dudlei 1
carlsberg-tetley-bass 1
duopoli 3
2,624 1
iel 1
intrepreneur 1
448p 1
$1.493 1
$1.6477 1
idv' 1
liqueur 1
hooper 1
robinsons' 1
599.1 1
24.7p 1
awp 1
creami 1
783-1/2p 1
$148.2 1
$5.76 1
14.05p 1
979 1
contol 1
$491.8 1
373-1/2p 1
aganst 1
upmost 1
14-1/2p 1
803-1/2p 1
wakelei 1
195.1 1
7.21 1
bemoan 1
sprinkler 1
non-interventionist 1
highly-leverag 1
fund-hong 2
unaddress 2
above-market 2
mahmood 2
pradhan 2
one-perc 2
970.30 1
1,402.81 1
chavalit 1
yongchaiyudh 1
rowlei 1
lgt 3
seti 1
behold 1
harvard-bas 1
high-precis 1
finely-hon 1
highly-complex 1
klunk 1
nerissa 1
huaneng 2
20-percent 5
guangnan 1
goldlion 1
under-empow 1
politics-fraught 1
low-penetr 1
high-penetr 1
idd 1
pldt 1
primary/secondari 1
piltel 1
governments' 1
teledens 1
dst 1
trailblaz 1
reksa 1
us$640 1
felia 2
salim 2
socio-econom 1
3.31 1
education: 1
dst' 1
jfim 3
neumann 2
jfim' 1
armstrong' 3
symmetri 1
tina 1
13.5-time 1
12,933.98 1
7,687.18 1
overbought 1
thornton' 1
drumbeat 1
harbour' 2
chak 2
firecrack 2
siu-kwong 2
mpf 1
reassum 1
hk$3 1
us$385 1
nma' 1
hk$5 1
us$641 1
us$12.82 1
us$38.46 1
us$3.85 1
us$3.5 1
us$2.2 1
nma 1
insurers' 1
budden 1
disconcert 1
kong-dollar 1
